Gene,S001,S002,S003,S004,S060,S007,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S045,S070,S047,S092,S048,S049,S071,S050,S054,S055,S057,S094,S073,S074,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S029,S079,S061,S066,S031,S052,S076,S083,S090
MIX23,8.072992,8.27034,8.153293,8.406381,8.194204,7.982854,8.687055,8.316172,8.121804,9.165886,8.667343,7.876272,7.8223734,8.125909,8.706984,8.381527,8.58744,8.114413,8.075338,8.530086,8.676037,8.00245,8.53798,8.321794,9.194749,7.1965775,7.743108,7.8835497,7.7385902,7.746012,8.286187,8.887787,9.395854,8.259005,8.102409,8.759355,8.84275,8.882073,8.224228,8.646684,8.147454,8.600283,8.178926,7.9207897,8.017123,8.4547,8.316557,8.036748,8.58244,7.4580665,8.816922,5.693111,8.296093,7.762609,8.2866,8.588314,8.618595,8.309085,8.8010025,7.6997705,7.971676,7.7087727,8.486053,9.050623,7.6779375,8.734872,8.526491,9.089069,9.016134,8.405656,8.707032,7.4864063
MLEC,9.967899,9.495366,9.990196,10.00852,10.105643,9.474022,10.274126,10.281405,9.530671,10.54242,10.42057,8.693553,9.423247,9.839674,10.199732,9.4404,9.903559,9.855874,9.467534,10.294013,9.822062,9.722255,10.088726,9.855258,10.6901,9.130467,8.444134,8.197481,8.721369,10.148926,10.004821,10.432565,10.1993885,10.150889,9.218144,10.454462,10.339866,10.189045,9.736423,10.044803,9.990012,10.551436,10.155915,9.240344,9.9341755,10.1929655,10.142779,9.503728,9.98781,8.70732,10.102713,9.245581,10.643438,8.874158,9.44028,10.401472,9.463872,9.8128805,10.301236,9.350063,10.116645,9.754867,10.014714,10.457926,8.813189,10.350021,9.904101,10.577323,10.584933,9.99689,9.956072,8.5250635
MLKL,8.368466,9.1037035,7.050313,8.719842,8.067838,8.380438,8.729339,8.822631,8.576883,9.450058,8.9878235,7.804262,8.0697,8.320978,9.117935,8.355952,8.563887,8.347752,8.360521,8.258439,8.8347645,8.260415,8.139778,8.192117,9.05049,8.310664,6.3952336,7.7892613,7.9759817,8.249212,8.112983,8.912099,9.175395,8.158634,8.008108,8.765762,8.664709,8.173991,8.258334,8.310232,7.7573204,9.128174,7.654189,8.387026,8.256783,9.313594,8.765525,8.001578,8.229461,9.213279,9.037374,8.039604,8.654632,8.209282,8.949978,8.919151,8.702765,8.588804,8.0155525,8.275425,7.8869967,8.322185,8.010882,9.521613,8.332404,9.21841,8.57565,9.144665,9.334174,8.460339,8.740224,8.370258
MLST8,7.935577,7.674354,8.055194,8.193776,7.687225,7.268812,7.607306,7.5714774,8.140508,8.069721,8.213334,7.691173,7.7868314,7.26783,7.996802,8.147938,7.867592,8.239107,7.2736883,8.308923,8.628101,7.563174,7.886885,7.9223366,8.450333,8.05759,7.7785454,7.485945,7.4008813,7.39429,7.7203603,8.065131,8.402784,7.523178,6.6653314,8.094228,8.627489,8.490848,7.6671467,7.6363244,7.4887176,8.363743,7.4995136,7.3976035,7.922936,8.319296,8.082772,7.512544,7.2741466,7.3112645,8.054219,7.7737107,7.8102403,7.4878287,7.7308183,7.804821,7.928114,7.6238127,7.9691467,7.4282417,8.578571,7.413522,8.265392,8.422398,7.4918656,8.201258,8.5291195,8.493889,8.439997,7.989211,7.9803953,7.5040836
MLYCD,8.391838,8.410922,8.731792,8.651484,8.950217,8.084586,8.681898,7.8375087,8.460812,9.125044,8.734592,8.167589,8.67341,8.245676,8.826213,8.22416,8.741614,8.346276,8.327231,9.061985,9.059922,8.0684395,9.095114,8.063793,9.056607,8.145123,7.9755297,6.4055886,7.8908086,7.867385,8.200635,8.904929,9.422789,8.431549,7.934465,9.709289,8.806974,9.291407,8.341662,8.478866,8.825071,8.926887,8.516499,7.787223,8.993987,8.650284,8.848788,8.316725,8.425377,7.5359936,8.6212845,8.175121,8.479277,7.8144655,8.23682,8.515456,8.036111,8.667226,9.341042,8.28518,9.121788,7.672771,9.370523,8.851567,7.771346,8.838675,9.067951,9.188932,8.869812,8.615616,8.52146,8.147167
MMAA,7.749962,8.080703,7.729427,8.17023,7.888526,7.666026,8.317081,7.151051,8.23,8.771228,8.523227,7.6127057,7.7807226,7.469907,8.400951,7.9952664,7.9682097,7.9870925,7.590555,8.496976,8.594138,7.930554,7.9768767,7.891021,8.735148,7.321807,6.9349627,6.937598,7.3560824,7.512938,7.6234903,8.356197,8.526403,7.920508,7.4580526,8.603147,8.596451,7.919954,7.9666934,7.968343,7.435317,8.4711,7.3533483,7.4751306,8.180107,8.361449,8.228281,7.7871885,7.8365793,8.503628,8.361364,7.109492,8.3161,7.9099565,8.094097,8.310475,8.077944,7.804753,8.422046,7.781205,8.092586,7.4095254,7.6246805,9.020233,7.5386896,8.667432,8.194346,8.8191,8.636844,7.991096,8.479263,7.7636757
MMAB,8.377224,7.9718194,8.62747,9.264342,9.118106,8.76462,9.219614,7.321841,8.315826,9.491775,9.496557,8.452305,8.867077,8.518186,9.293789,9.3379965,8.833103,9.910227,8.395183,9.719671,9.887326,8.849698,9.760208,8.450283,9.752193,8.748694,8.4970665,8.267075,8.51259,8.008506,8.144399,9.583952,10.153099,9.23733,7.7260113,10.400264,9.821364,9.860655,8.9552765,9.307684,9.705066,9.239661,9.099285,8.551705,9.38317,8.294617,9.514227,8.413449,9.007186,7.808487,8.234832,8.682421,9.032505,7.93824,8.735495,9.675133,9.327563,8.684186,9.547924,8.073148,8.771988,8.160824,9.718657,8.979866,7.4574566,9.695688,9.738181,9.348291,9.350009,9.88336,7.767407,8.743148
MME,8.381823,9.033636,8.21713,7.7304516,8.852993,9.005614,8.92581,9.178213,8.234311,8.052802,8.324774,8.281897,8.17257,8.61082,8.859099,7.976577,8.661594,8.144918,8.644566,8.60121,6.3530784,8.450755,9.317084,8.217521,8.995849,8.252919,8.280489,7.202427,8.113461,8.686843,8.428483,8.858978,7.816398,8.430765,8.123482,9.068222,9.068384,8.142698,8.734708,8.371464,9.180594,8.192595,9.262837,8.387663,7.0536757,8.288184,8.636909,8.746424,9.069792,8.353849,8.28949,8.206749,7.5410175,8.023108,7.752716,8.616211,8.504787,8.060408,9.620614,8.54424,7.4218564,8.08683,8.062765,8.370808,8.352252,8.203203,7.7592435,8.28292,8.161109,9.074316,8.626605,8.32988
MMP14,10.144301,9.663221,9.1071615,8.959481,8.249718,8.487711,9.519572,8.473164,9.159219,9.400046,9.998782,9.018598,8.31856,8.952865,10.026205,9.506436,9.17915,9.850979,7.8368416,9.632555,10.025899,9.386592,8.575269,9.141357,10.020406,8.475636,8.673805,8.337035,8.065608,7.5763125,9.395969,9.939553,8.475514,9.577991,8.33774,10.257292,9.988592,9.873001,9.307255,8.871772,8.787376,9.452682,8.291183,7.825632,9.566446,9.718222,9.841927,8.021001,8.415596,8.715114,9.193094,8.732818,8.664616,9.021429,9.176265,9.30552,10.057254,9.220907,9.255998,8.159483,9.409936,8.8913965,9.690196,10.156029,8.638656,9.445094,10.034407,9.712486,10.353767,8.899559,10.207936,8.535027
MMP19,8.250894,9.172201,8.167719,8.122099,8.383377,8.072284,8.67924,9.353669,8.5464525,8.57212,9.171817,8.016237,8.17217,8.897682,9.007212,8.770096,8.508818,8.299475,8.248271,8.22128,8.333737,9.389862,8.07249,8.6005335,8.271314,7.8166604,8.065902,8.671944,8.011211,8.428392,9.454665,9.355372,8.518587,8.931978,7.4354434,9.218698,8.686199,7.4881334,8.829827,7.904969,7.948683,8.9249935,8.204,7.7217607,7.365296,9.007502,8.621825,8.239095,7.977859,7.9305816,7.890974,8.020864,7.923863,8.836715,8.783008,8.418174,9.775945,8.072701,7.597687,7.8578005,6.7004776,9.282294,7.933884,8.451973,8.105673,8.391279,8.299959,8.827309,9.246512,7.7691236,9.306123,7.687386
MMP2,9.129581,9.951126,8.952522,8.476025,7.12865,8.914881,8.352514,7.109346,8.940562,9.105954,10.020445,8.714039,8.14462,9.567787,9.675714,9.786324,8.902826,8.702867,7.6822376,8.905816,8.6898775,8.591277,7.6849413,8.893162,9.673617,8.792011,8.067396,8.445685,8.706179,7.3208957,8.814278,10.389025,7.698475,8.581928,8.058881,9.550439,9.751084,9.258816,9.792867,8.657781,8.343396,9.6104355,8.136944,7.139046,9.046885,9.115628,9.403603,7.532274,7.834878,8.367679,9.055189,8.876385,8.866076,8.015369,8.457668,9.042622,9.045565,8.969095,8.563532,8.422828,8.980607,7.8048487,8.814242,10.093482,7.8996267,8.427855,9.554036,9.7563925,9.268881,8.265132,9.7404585,8.263975
MMP8,8.383434,10.235367,7.999047,9.266055,10.403341,11.051602,9.199952,11.411694,8.828215,9.247514,9.488164,8.123776,8.935742,10.155836,9.244779,9.608009,10.294702,7.9135065,10.543131,7.1178565,7.1166887,9.1312,9.989405,9.220915,11.071877,9.848371,6.6994095,8.410047,7.5478144,10.9221325,9.253927,9.071098,8.70543,8.74982,9.933105,9.349759,8.535286,8.347847,9.684034,8.136793,9.111872,8.270879,9.787998,8.676485,8.1529045,8.259939,9.710251,9.939846,10.514903,8.909911,10.928978,8.604884,8.143053,8.079528,9.20776,9.029378,9.890622,10.334768,10.57499,9.523934,8.163442,9.139604,7.6790347,8.381414,8.0204525,9.880215,8.108464,9.043377,8.239835,10.237752,8.6490135,8.995764
MMP9,8.135483,9.970843,8.054773,10.124771,11.36428,11.569118,10.643893,12.373876,9.248232,10.016563,9.963162,9.440579,8.515648,10.333169,9.045902,9.6676,10.792076,8.052333,11.945235,8.427683,6.5791287,10.033236,12.752965,10.196297,11.715,9.206138,6.3793554,8.767011,8.467226,11.553173,9.25439,9.525286,9.412247,8.635687,9.758693,10.286426,9.135833,8.204001,10.173993,8.593708,9.043417,9.228108,10.206334,9.316555,8.506338,9.040525,10.176342,11.383548,12.018865,7.9604664,11.459122,8.536847,8.444571,8.445637,10.659387,9.007466,9.4321575,10.119626,11.380807,9.945913,8.598109,9.852346,7.6972055,8.359276,8.2099085,11.058442,8.548057,9.525141,9.172809,9.532745,9.5337925,8.37205
MMRN1,8.988367,9.079854,9.423586,9.51328,10.741646,9.845093,9.775584,10.651476,8.6032095,8.945047,10.070281,6.2154255,8.995353,9.9122305,8.3422365,8.002357,9.597714,10.032698,10.627129,8.391599,7.328611,8.889538,9.678826,9.789053,8.869289,9.864048,6.8470254,10.591444,9.957812,10.367058,11.005027,8.9777355,8.76336,9.368839,9.615501,9.784518,9.992824,8.629226,9.914398,8.774175,9.4137745,7.915836,9.361568,10.317621,7.784374,9.063058,9.878585,9.501947,9.065889,7.3327694,9.0817175,7.275957,8.880766,8.974635,9.128414,8.595026,9.38403,10.327575,9.875259,8.93799,9.1598015,9.663459,9.429194,7.9372854,9.953772,8.232885,10.105568,9.396248,8.731181,8.913402,8.045767,7.949337
MMRN2,8.36506,8.787909,8.706468,8.782549,9.011536,9.1199045,9.10424,8.913385,8.952,8.418288,8.802271,7.930232,8.358646,8.48416,8.786293,8.932701,8.604682,8.533326,8.407072,9.0764,8.420816,8.982444,8.752825,8.562876,8.467243,8.754816,7.8633842,8.628996,8.871737,7.9745464,8.85745,8.704708,8.479324,9.047245,8.239135,9.301368,8.712654,8.654743,8.807044,8.9697,9.149269,8.62899,9.110745,9.651143,8.279479,8.689837,9.353636,8.875242,8.880963,8.693946,8.6606655,8.20446,9.234833,8.674067,8.270467,8.485701,8.475024,8.492715,9.01144,8.603064,8.503499,8.038294,8.755245,8.684486,8.517313,8.497067,8.7435665,8.890309,8.620826,8.770864,7.779471,8.063944
MMS19,8.182096,8.535149,8.061928,8.161095,7.654689,7.8901362,8.335847,7.932887,8.468489,8.59333,8.293524,8.244092,8.024141,7.9780936,8.660697,8.579816,8.370591,8.313484,7.6590466,8.182547,8.47639,8.310606,7.8293576,7.7493916,8.224632,8.366741,7.685462,7.766304,7.683255,7.6125016,8.066186,8.512723,8.886991,7.9132514,7.585737,8.330554,8.82136,7.795033,8.100379,8.142846,8.386,8.402541,7.9817157,8.097767,8.0262575,8.611085,8.343934,7.8942475,7.503216,7.092979,7.9460697,7.350368,8.225096,7.3800383,8.032154,8.073774,8.187111,7.7015653,8.420966,7.259589,8.131503,7.743049,8.299366,8.792726,7.8001757,8.684466,8.389897,8.846096,8.86907,8.354819,8.302793,7.60607
MMUT,8.952347,8.894145,9.055174,9.736174,9.412007,8.642166,8.994768,7.784528,9.162168,10.502034,9.461271,8.583714,8.883701,8.499509,9.8746395,9.220899,9.292693,9.333602,8.553701,9.533862,9.703164,8.840773,9.263009,9.013618,9.568448,8.110614,8.222757,7.420752,8.207875,6.57652,8.57297,9.905271,9.862021,9.129215,7.78574,9.9410925,9.4375925,9.81142,9.303194,9.333667,9.184483,10.236813,8.815347,8.374361,9.3842745,9.184856,9.409977,8.842123,8.750442,8.507148,9.63539,8.841745,9.451592,8.089163,8.9059,10.001962,8.937436,8.935202,9.930451,8.8029,9.44202,7.736337,9.370885,9.736688,7.2186027,9.360196,9.614291,10.157029,9.823919,9.314904,9.323971,8.431389
MNDA,8.856941,10.28145,9.093836,9.980541,10.674288,10.9588375,10.34417,11.407579,9.789423,10.218286,10.35273,8.644173,9.725636,9.960023,10.264613,10.034021,10.819245,8.922949,11.190754,8.134759,9.011018,8.975105,11.006132,9.9286,11.012276,9.791994,7.0060234,8.766677,9.062394,10.598145,9.36487,9.455683,9.84938,9.650223,9.763753,9.748223,9.910872,8.024188,10.171935,9.118829,9.156443,9.710066,9.740285,9.753175,7.839719,9.764914,10.103219,9.957071,10.002908,9.830007,10.7393465,7.7871594,9.099854,8.160619,10.056058,9.907711,10.243932,10.721196,10.679694,9.721543,9.285533,8.891796,8.034491,9.744718,8.815299,10.309597,8.928907,10.664234,9.669389,10.255989,9.941463,9.432452
MOB1A;MOB1B,9.614896,10.086972,8.989517,9.819448,9.471211,9.056468,9.985557,9.938274,9.945133,9.960172,10.108148,9.767774,8.386527,9.516359,10.137667,10.094636,10.171027,10.162808,9.427149,9.533136,10.849492,9.947577,9.688089,9.489261,10.103818,9.305104,8.406149,8.710618,7.7372026,9.396597,9.351619,9.47571,10.743466,9.249745,9.04867,9.412273,10.640903,10.239344,9.254143,9.514951,9.58833,10.070998,9.036504,9.399943,10.381726,10.221093,9.870988,9.106613,8.892193,8.270773,9.624778,8.120349,8.415931,9.204637,9.85398,9.934753,9.839015,9.687636,9.544246,8.430179,9.916451,8.537451,10.302243,10.254146,9.025569,10.274087,10.6561985,10.003518,10.784321,9.786102,9.869309,8.731499
MOB2,9.1656065,9.408764,9.202359,9.418605,9.131862,8.59556,8.459907,8.676443,8.914692,9.247773,9.138399,9.493382,8.896264,8.812067,9.40398,8.371836,9.151514,9.100179,9.070085,9.361042,9.395005,9.280784,9.329402,9.090409,9.225142,8.910543,8.690695,8.405356,8.709673,7.6414,9.120255,9.016634,9.557549,8.922725,8.210396,8.976066,8.335119,9.643165,8.695722,8.977164,9.283496,9.29164,8.814071,8.899019,9.968068,9.434258,9.400388,9.308776,9.047884,8.822996,9.108695,8.910922,8.568149,8.649246,9.047523,9.1896,8.936635,9.216604,9.417627,8.557492,9.624411,8.2748575,9.275939,9.465728,8.5254755,9.291191,9.686648,9.230395,9.526775,9.354155,9.196741,8.304144
MOB4,8.819616,8.482623,8.351588,8.270191,7.9693804,8.314569,8.437405,8.396559,8.443758,8.63896,8.627305,8.257237,8.418026,8.732782,8.803769,8.634178,8.426472,8.995797,8.230748,8.497303,9.277385,8.282769,8.538717,7.7538385,8.554397,8.481268,8.41204,8.213182,7.8462753,7.8534217,8.386002,8.06816,9.140407,8.438823,8.2490015,7.9277477,9.636246,8.721247,7.970997,8.7022085,8.026752,9.426029,7.303344,8.373538,9.046518,8.692035,8.756927,8.933077,8.821034,8.345876,8.566501,8.91604,8.646204,8.569794,8.608201,8.401023,8.231134,8.674588,8.291392,8.445693,9.178419,8.292463,9.38934,9.07764,8.284461,8.401381,9.120559,8.789622,9.019039,8.737353,8.59101,7.8320007
MOCS2,9.34819,9.106333,7.6060762,8.428514,7.3783593,6.9016724,7.8094926,6.9647036,8.552684,9.235678,8.774743,9.94417,7.876871,7.023237,9.58452,8.401028,8.578166,10.214259,7.670397,9.131303,10.664283,8.693402,8.724188,7.056733,8.402297,7.7824845,7.8316574,6.342125,7.034875,7.2328362,8.254068,8.396751,9.530105,8.659968,7.4969435,8.728597,9.245252,9.930479,7.8840423,8.535822,8.348196,8.397036,7.8939395,7.0751634,10.93768,9.106759,9.016654,7.592659,7.8634634,6.536859,8.524013,7.8923097,7.6142187,8.053252,8.521936,9.580218,8.4219675,8.5641575,8.8173065,7.827286,10.157015,6.777342,10.095405,9.419598,6.9423985,8.980474,10.897327,8.851603,10.075662,8.97082,9.257412,7.465754
MOGS,8.989818,9.361555,9.308348,9.520431,8.95125,8.811003,9.561522,8.8379755,9.456223,10.447601,9.726897,8.6967,8.452875,9.00326,10.009441,9.4195795,9.646523,9.247916,8.709768,9.639424,9.658468,9.166112,9.117016,8.981288,10.572077,8.519446,8.041418,7.76294,8.013762,7.9770627,8.927541,9.836833,9.714478,9.241886,8.3558,9.909633,9.870504,9.314696,9.339226,9.384429,9.267955,9.685587,8.994327,8.784803,9.498819,9.575533,9.642146,8.788199,8.957569,9.016365,9.449252,8.478967,9.448587,7.7782736,9.196598,10.331017,9.298166,9.169792,9.718993,8.789256,9.335308,8.478903,9.298468,10.60642,8.221276,9.469658,9.454685,10.551604,9.959839,9.398216,9.188068,8.464412
MON2,7.8043494,8.454247,7.8493853,8.35611,7.605662,7.4211464,8.099029,8.043224,8.548069,8.683047,8.523091,8.512554,7.711123,8.030926,8.73137,8.268415,8.4436655,8.49502,8.147408,8.5389185,8.896126,8.361958,8.067612,7.535229,8.632412,7.824217,7.6834273,6.31216,7.3262258,7.633004,7.7870526,8.387302,8.654646,8.203545,7.650208,8.2903,8.977635,8.369927,8.1541605,8.048095,8.444778,8.434063,7.8485875,7.4131265,8.325284,8.563093,8.640127,7.7368217,7.868376,6.6224213,7.8959804,7.4695754,7.7748976,7.24625,8.061279,8.370369,8.017736,7.968579,8.581517,8.162043,8.454133,7.63775,8.660011,9.0365925,7.1890674,8.74007,9.032168,9.098734,8.656366,8.596503,8.268446,7.5461273
MORC3,8.480839,7.973055,8.132514,8.167089,7.8301773,7.815532,7.793796,7.782705,8.062675,8.289967,8.412157,7.799207,7.507519,7.6818366,8.281246,7.8654113,8.462546,7.989867,7.3878202,7.905927,8.3093815,8.139465,7.84541,7.5293527,8.268524,7.811369,7.0146427,7.5106325,7.6304827,7.724285,7.508083,8.268171,8.964854,7.874923,7.3611393,8.010679,8.0083885,6.6828833,7.530694,7.954248,8.019038,7.9410243,8.0645275,7.470217,7.5167294,8.214529,8.201819,7.8190517,8.335027,8.2644005,8.249896,7.895003,7.945397,7.678155,7.677475,8.156261,8.128245,7.9771547,8.029868,7.7742524,7.9534326,7.639804,8.058755,8.58646,7.587439,7.9504843,7.7891335,8.702949,8.359786,8.194036,8.103703,7.7435455
MORF4L1,7.8286767,8.614809,8.47519,8.135757,8.015982,7.8058624,7.864163,7.8356495,8.160023,8.746686,8.758122,7.843386,8.041567,8.068045,9.053297,8.308629,8.853499,8.086608,8.205417,7.7830234,8.410977,7.8892217,8.373844,7.608816,9.085617,8.014307,7.897846,7.7564316,7.822833,7.100923,7.621322,8.685341,9.3138685,8.265054,7.737446,7.9647737,9.35008,7.9879923,8.087084,8.279765,7.953893,8.646,7.861834,7.53181,7.3142986,8.392919,8.49131,7.950905,7.747701,8.031923,9.132465,7.9279633,7.8230405,7.614286,7.712313,8.699806,8.566573,7.763903,8.315576,7.814888,7.547559,7.692795,8.393418,8.938621,7.731289,8.373754,8.24242,8.9745245,8.242594,8.765354,8.177025,7.843043
MOSPD2,7.6204276,8.584059,8.119165,8.101808,8.226974,8.063868,8.748102,8.8858185,8.359218,8.57382,8.728982,7.692512,7.3434696,8.034684,8.642806,8.321825,8.577201,8.195255,8.260494,8.099999,8.100456,8.407188,8.507851,7.9588194,8.744962,7.020512,7.4218574,7.2753096,7.0886645,8.258897,8.265368,8.1295595,8.780532,8.281915,7.983671,8.596433,8.150496,7.97221,8.24714,8.2406025,7.9779544,8.198033,7.825368,8.093214,7.717477,8.506455,8.487596,8.234813,8.313931,8.226102,8.426382,7.030772,7.954418,7.3228884,8.0753355,8.289927,8.499457,8.399637,8.472338,7.807683,7.9905343,7.794704,8.051139,8.862076,7.7955713,8.722803,8.44655,8.873788,8.667976,8.897895,8.5563345,7.3540792
